Alkon hinnasto 13.11.2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Huom.! Hinnastojärjestyskoodilla saat tuoteryhmät takaisin hinnaston järjestykseen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
904908;Châteu Marsyas 2016;Châteu Marsyas;0.75 l;39.95;53.27;;110;punaviinit;Roteva & Voimakas;;;Libanon;;2016;Békaa Valley;Saattaa sisältää sakkaa;Cabernet Sauvignon, Cabernet Franc, Merlot, Petit Verdot, Syrah, ;Tummanpunainen, täyteläinen, tanniininen, hapankirsikkainen, mausteinen, tamminen;pullo;luonnonkorkki;14.5;4.5;0;;;;80.0;tilausvalikoima;5285002501440
907817;Domaine des Tourelles Red 2019;Domaine des Tourelles;0.75 l;20.23;26.97;;110;punaviinit;Mehevä & Hilloinen;;;Libanon;;2019;Valee de la Bekaa;;Cabernet Sauvignon, Syrah, Cinsault, Carignan, ;Runsaanpunainen, täyteläinen, keskitanniininen, marjainen, yrttinen;pullo;luonnonkorkki;14.0;4.7;2;;;;80.0;tilausvalikoima;5283026700702
943177;Ixsir Altitudes Red 2012;Wines of Lebanon;0.75 l;39.65;51.95;;110;punaviinit;Mehevä & Hilloinen;;;Libanon;;2012;;;Cabernet Sauvignon, Syrah, Tempranillo, ;Tummanpunainen, keskitäyteläinen, keskitanniininen, karhunvatukkahilloinen, marjainen, mustaherukkainen;pullo;luonnonkorkki;13.5;5.9;2;;;;80.0;tilausvalikoima;5285002860745
916945;Karam Saint John Rouge 2012;Karam Wines;0.75 l;36.06;48.08;;110;punaviinit;Vivahteikas & Kehittynyt;;;Libanon;;2012;Jezzine;;Cabernet Franc, Cabernet Sauvignon, Merlot, Syrah, ;Punainen, täyteläinen, tanniininen, vaniljainen, tamminen, kirsikkainen;pullo;luonnonkorkki;13.0;6.3;1;;;;70.0;tilausvalikoima;0094922555526
919348;Karam Thouraya Cabernet Sauvignon 2013;Karam Wines;0.75 l;33.35;44.47;;110;punaviinit;Roteva & Voimakas;;;Libanon;;2013;Jezzine;;Cabernet Sauvignon, ;Punainen, täyteläinen, tanniininen, suklainen, pippurinen, aromikas;pullo;luonnonkorkki;13.0;6.0;1;;;;70.0;tilausvalikoima;0094922692498
906534;Levantine de Musar 2021;Chateau Musar;0.75 l;27.98;37.31;;110;punaviinit;Vivahteikas & Kehittynyt;Vegaaneille soveltuva tuote;;Libanon;;2021;Bekaa Valley;Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote;Cinsault, Cabernet Sauvignon, Tempranillo, ;Tummanpunainen, täyteläinen, tanniininen, kirsikkainen, luumuinen, marjainen;pullo;luonnonkorkki;14.5;4.8;6;;;;80.0;tilausvalikoima;5017469400000
927746;Satyr de Marsyas 2019;Chateau Marsyas;0.75 l;24.85;33.13;;110;punaviinit;Vivahteikas & Kehittynyt;;;Libanon;;2019;;Saattaa sisältää sakkaa;Cabernet Sauvignon, ;Tummanpunainen, täyteläinen, tanniininen, boysenmarjainen, hapankirsikkainen, mausteinen;pullo;luonnonkorkki;14.0;6.1;2;;;;80.0;tilausvalikoima;5285002501549
900309;Gitana Winery Lupi Reserva 2018;Winery Gitana;0.75 l;54.38;72.51;;110;punaviinit;Roteva & Voimakas;;;Moldova;;2018;VALUL LUI TRAIAN;;Cabernet Sauvignon, Merlot, Saperavi, ;Tummanpunainen, täyteläinen, tanniininen, tumman luumuinen, suklainen, tamminen;pullo;luonnonkorkki;14.5;6.2;6;;;;80.0;tilausvalikoima;4841273000207
900312;Gitana Winery Saperavi 2020;Gitana Winery;0.75 l;38.56;51.41;;110;punaviinit;Roteva & Voimakas;;;Moldova;;2020;Valul Lui Traian;;Saperavi, ;Rubiininpunainen, täyteläinen, tanniininen, pippurinen, suklainen, mustaherukkainen;pullo;luonnonkorkki;14.0;5.9;5;;;;80.0;tilausvalikoima;4841273000436
930218;Pinot Noir For You And For Me;Anora Group;0.75 l;12.99;17.19;;110;punaviinit;Mehevä & Hilloinen;;;Moldova;;;;;Pinot Noir, ;Tummanpunainen, keskitäyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, luumuinen;pullo;metallinen kierrekapseli;13.0;5.7;10;;;;80.0;tilausvalikoima;5704634105579
957814;Purcari Freedom Blend 2020;Purcari;0.75 l;24.98;33.31;;110;punaviinit;Mehevä & Hilloinen;;;Moldova;;2020;;Saattaa sisältää sakkaa;Bastardo, Rara Neagra, Saperavi, ;Punainen, täyteläinen, keskitanniininen, kirsikkainen, karhunvatukkainen, mausteinen;pullo;synteettinen korkki;14.0;5.6;4;;;;80.0;tilausvalikoima;4840472017597
937201;Kamnik Terroir Vranec Grand Reserva 2018;Kamnik;0.75 l;99.98;133.31;;110;punaviinit;Roteva & Voimakas;Vegaaneille soveltuva tuote;;Pohjois-Makedonia;;2018;;Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote;Vranec, ;Rubiininpunainen, erittäin täyteläinen, tanniininen, luumuinen, mausteinen, tamminen;pullo;luonnonkorkki;16.0;7.0;1;;;;90.0;tilausvalikoima;5319990952172
491308;Alma Portuguesa 2023 muovipullo;José Maria da Fonseca;1 l;13.79;13.39;;110;punaviinit;Pehmeä & Hedelmäinen;;;Portugali;Alentejo;2023;Vinho Regional Alentejano;Saattaa sisältää sakkaa;Aragonez, Shiraz, Trincadeira, ;Tummanpunainen, keskitäyteläinen, keskitanniininen, boysenmarjainen, kuningatarhilloinen, tumman kirsikkainen, herukkainen, kevyen mausteinen;muovipullo;muovisuljin;13.0;4.7;17;;;;80.0;vakiovalikoima;5601174920016
419218;Atlântico 2023 muovipullo;Casa Agricola Alexandre Relvas;1 l;12.59;12.19;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Alentejo;2023;Vinho Regional Alentejano;;Aragonez, Trincadeira, ;Runsaanpunainen, täyteläinen, keskitanniininen, puolukkainen, luumuinen, kypsän karpaloinen, mausteinen, hennon mokkainen;muovipullo;muovisuljin;13.5;5.2;6;;;;80.0;vakiovalikoima;6430024994339
907035;Belissimo Reserva 2021;Casa Santos Lima;0.75 l;16.99;22.52;;110;punaviinit;Mehevä & Hilloinen;Vegaaneille soveltuva tuote;;Portugali;Alentejo;2021;Vinho Regional Alentejano;Vegaaneille soveltuva tuote;Alicante Bouschet, Syrah, Touriga Nacional, ;Rubiininpunainen, täyteläinen, keskitanniininen, tumman kirsikkainen, mausteinen, luumuinen;pullo;luonnonkorkki;14.5;5.9;3;;;;80.0;tilausvalikoima;5604424000032
938138;Björklund Tinto Reserva 2020;Galatea Beverages;0.75 l;14.98;19.84;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Alentejo;2020;IG Alentejano;Saattaa sisältää sakkaa;Alfrocheiro, Aragonez, Moreto, Trincadeira, ;Punainen, täyteläinen, keskitanniininen, karhunvatukkainen, karpaloinen, kirsikkainen, vadelmainen, mausteinen, kevyen tamminen;lasipullo;luonnonkorkki;14.0;4.8;2;;;;80.0;vakiovalikoima;6430064090510
901130;Casa Relvas Touriga Nacional 2023;Casa Relvas;0.75 l;12.99;17.19;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Alentejo;2023;Vinho Regional Alentejano;;Touriga Nacional, ;Rubiininpunainen, täyteläinen, keskitanniininen, tumman kirsikkainen, villivadelmainen, lakritsinen;pullo;metallinen kierrekapseli;14.0;5.6;4;;;;80.0;tilausvalikoima;5600391237587
448917;Casa Santos Lima Fortíssimo 2022;Casa Santos Lima;0.75 l;11.99;15.85;;110;punaviinit;Mehevä & Hilloinen;Vegaaneille soveltuva tuote;;Portugali;Alentejo;2022;Vinho Regional Alentejano;Vegaaneille soveltuva tuote;Alicante Bouschet, Petit Verdot, Syrah, Touriga Nacional, ;Tummanpunainen, täyteläinen, tanniininen, mustaherukkainen, karhunvatukkainen, tumman kirsikkainen, mokkainen, kevyen lääkeyrttinen;pullo;metallinen kierrekapseli;13.5;5.1;6;;;;80.0;vakiovalikoima;5604424396005
939228;Casa Santos Lima Gran Fortissimo 2019;Casa Santos Lima;0.75 l;14.48;19.17;;110;punaviinit;Mehevä & Hilloinen;Vegaaneille soveltuva tuote;;Portugali;Alentejo;2019;Vinho Regional Alentejano;Vegaaneille soveltuva tuote;Alicante Bouschet, Syrah, Touriga Nacional, ;Runsaanpunainen, täyteläinen, keskitanniininen, tumman kirsikkainen, mausteinen, yrttinen;pullo;metallinen kierrekapseli;14.5;5.7;2;;;;80.0;tilausvalikoima;5604424000018
901351;Ciconia Reserva 2023;Casa Relvas;0.75 l;15.99;21.19;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Alentejo;2023;Vinho Regional Alentejano;;Aragonez, Touriga Nacional, Shiraz, ;Rubiininpunainen, täyteläinen, tanniininen, tumman kirsikkainen, hennon mausteinen, kevyen yrttinen;pullo;luonnonkorkki;14.0;5.1;5;;;;80.0;tilausvalikoima;5600391231639
952152;Cortes de Cima Chamine Vinho Tinto 2018;Cortes de Cima;0.75 l;19.99;26.65;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Alentejo;2018;Vinho Regional Alentejano;;Alicante Bouschet, Aragonez, Syrah, Tempranillo, Touriga Nacional, Trincadeira, ;Rubiininpunainen, täyteläinen, keskitanniininen, marjainen, kirsikkainen, mausteinen;pullo;luonnonkorkki;13.5;5.5;1;;;;80.0;tilausvalikoima;5603790004750
901942;En v*ttu Tiiä Tinto;Norex Selected Brands;0.75 l;12.99;17.19;uutuus;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Alentejo;;Vinho Regional Alentejano;;Syrah, Touriga Franca, Alicante Bouschet, ;Rubiininpunainen, täyteläinen, keskitanniininen, tumman marjainen, hennon mausteinen, kevyen vaniljainen;pullo;metallinen kierrekapseli;14.0;4.8;6;;;;80.0;tilausvalikoima;5600391236306
470667;Esporão Reserva 2022;Esporão;0.75 l;25.50;33.87;;110;punaviinit;Mehevä & Hilloinen;Luomu;;Portugali;Alentejo;2022;DOC Alentejo;;Aragonez, Cabernet Sauvignon, Alicante Bouschet, Syrah, Touriga Nacional, Touriga Franca, ;Tummanpunainen, täyteläinen, tanniininen, luumuinen, kirsikkainen, herukkainen, mustapippurinen, tamminen;pullo;luonnonkorkki;14.0;6.1;0;;;;80.0;vakiovalikoima;5601989980809
957846;Gran Vinhas do Ocidente Reserva 2023;Casa Relvas;0.75 l;14.02;18.56;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Alentejo;2023;Vinho Regional Alentejano;;Alicante Bouschet, Syrah, Touriga Franca, ;Rubiininpunainen, täyteläinen, keskitanniininen, kirsikkainen, luumuinen, nahkainen;pullo;luonnonkorkki;14.0;5.1;5;;;;80.0;tilausvalikoima;5600391238119
934207;Herdade de São Miguel Colheita Seleccionada Tinto 2021;Casa Agricola Alexandre Relvas;0.75 l;14.98;19.84;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Alentejo;2021;Vinho Regional Alentejano;;Alicante Bouschet, Cabernet Sauvignon, Syrah, Tempranillo, Touriga Nacional, Trincadeira, ;Rubiininpunainen, täyteläinen, keskitanniininen, boysenmarjainen, pippurinen, yrttinen;lasipullo;luonnonkorkki;14.0;5.2;3;;;;80.0;tilausvalikoima;5600391234210
905501;Herdade de São Miguel Pé de Mãe 2018;Casa Relvas;0.75 l;44.99;59.99;;110;punaviinit;Vivahteikas & Kehittynyt;;;Portugali;Alentejo;2018;Vinho Regional Alentejano;Saattaa sisältää sakkaa;Trincadeira, ;Rubiininpunainen, täyteläinen, tanniininen, aromikas, boysenmarjainen, kukkainen;pullo;luonnonkorkki;14.0;5.8;1;;;;80.0;tilausvalikoima;5600391235217
901892;Marquês de Borba Reserva 2019;João Portugal Ramos;0.75 l;74.00;98.67;uutuus;110;punaviinit;Vivahteikas & Kehittynyt;;;Portugali;Alentejo;2019;DOC Alentejo;;;Syvänpunainen, täyteläinen, tanniininen, punamarjainen, mausteinen, elegantti;pullo;luonnonkorkki;14.5;6.1;1;;;;80.0;tilausvalikoima;5604135000673
451237;Merino Organic 2023;Casa Agricola Alexandre Relvas;0.75 l;12.99;17.19;;110;punaviinit;Mehevä & Hilloinen;Luomu;;Portugali;Alentejo;2023;Vinho Regional Alentejano;;Alicante, Alfrocheiro, ;Runsaanpunainen, täyteläinen, tanniininen, hapankirsikkainen, karpaloinen, villivadelmainen, yrttinen, mausteinen;pullo;metallinen kierrekapseli;13.5;5.4;2;;;;80.0;vakiovalikoima;5600391234937
919021;Monte Perdido Red 2022;Casa Santos Lima;0.75 l;9.98;13.17;;110;punaviinit;Mehevä & Hilloinen;Vegaaneille soveltuva tuote;;Portugali;Alentejo;2022;Vinho Regional Alentejano;Vegaaneille soveltuva tuote;Alicante Bouschet, Aragonez, Syrah, Touriga Nacional, ;Runsaanpunainen, täyteläinen, keskitanniininen, tumman kirsikkainen, mustaherukkainen, mausteinen;pullo;metallinen kierrekapseli;13.5;5.8;8;;;;80.0;tilausvalikoima;5604424000766
422494;Monte dos Amigos 2021;Casa Relvas;0.375 l;6.39;16.77;;110;punaviinit;Pehmeä & Hedelmäinen;Vegaaneille soveltuva tuote;;Portugali;Alentejo;2021;Vinho Regional Alentejano;Vegaaneille soveltuva tuote;Aragonez, Castelão, Touriga Nacional, ;Punainen, keskitäyteläinen, keskitanniininen, tumman kirsikkainen, luumuinen, karhunvatukkahilloinen, kevyen kukkainen, mausteinen;pullo;metallinen kierrekapseli;13.5;5.0;9;;;;80.0;vakiovalikoima;5600391237136
927576;Quid Pro Quo Reserva Tinto 2018;Casa Santos Lima;0.75 l;31.59;41.99;;110;punaviinit;Roteva & Voimakas;;;Portugali;Alentejo;2018;IG Alentejano;Saattaa sisältää sakkaa;Petit Verdot, Touriga Nacional, ;Runsaanpunainen, täyteläinen, tanniininen, tumman kirsikkainen, yrttinen, tamminen;pullo;luonnonkorkki;14.5;5.8;3;;;;80.0;tilausvalikoima;5604424433007
955531;Ramos Reserva 2022;João Portugal Ramos;0.75 l;12.99;17.19;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Alentejo;2022;Alentejo;;Aragonez, Syrah, Trincadeira, ;Tummanpunainen, täyteläinen, keskitanniininen, boysenmarjainen, kirsikkainen, tamminen;pullo;luonnonkorkki;13.5;5.0;4;;;;80.0;vakiovalikoima;5604135020039
480457;Reguengos Reserva Dos Socios 2020;Carmim;0.75 l;22.99;30.52;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Alentejo;2020;DOC Alentejo;;Alicante Bouschet, Trincadeira, ;Tiilenpunainen, täyteläinen, tanniininen, boysenmarjainen, kypsän mustaherukkainen, kevyen paahteinen;pullo;luonnonkorkki;15.5;5.4;2;;;;90.0;vakiovalikoima;5601377001772
400132;Segredos de São Miguel 2024;Casa Relvas;0.75 l;7.99;10.52;uutuus;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Alentejo;2024;Vinho Regional Alentejano;;Aragonez, Trincadeira, Alicante Bouschet, Touriga Nacional, ;Tummanpunainen, täyteläinen, keskitanniininen, tumman kirsikkainen, mustikkainen, herukkainen, kevyen mausteinen;pullo;metallinen kierrekapseli;13.5;5.3;9;;;;80.0;vakiovalikoima;5600391236375
905402;Segredos de São Miguel Grande Escolha 2023;Casa Relvas;0.75 l;15.99;21.19;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Alentejo;2023;Vinho Regional Alentejano;Saattaa sisältää sakkaa;Syrah, Touriga Franca, Alicante Bouschet, ;Rubiininpunainen, täyteläinen, keskitanniininen, karhunvatukkainen, tumman kirsikkainen, kevyen vaniljainen, hennon kaakaoinen;pullo;luonnonkorkki;14.0;4.8;6;;;;80.0;vakiovalikoima;5600391237662
901496;Segredos de São Miguel Organic 2023;Casa Relvas;0.75 l;13.98;18.51;;110;punaviinit;Mehevä & Hilloinen;Luomu;;Portugali;Alentejo;2023;Vinho Regional Alentejano;;Aragonez, Alicante Bouschet, Touriga Nacional, ;Rubiininpunainen, keskitäyteläinen, keskitanniininen, tumman marjainen, hennon balsamicomainen;pullo;metallinen kierrekapseli;13.5;5.5;0;;;;80.0;tilausvalikoima;5600391234920
954025;Sovibor Borba Tinto 2020;Sovibor;0.375 l;6.99;18.64;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Alentejo;2020;DOC Borba;;Alicante Bouschet, Aragonez, Trincadeira, ;Rubiininpunainen, keskitäyteläinen, keskitanniininen, vadelmainen, mausteinen, kirsikkainen;pullo;luonnonkorkki;13.5;5.2;3;;;;80.0;tilausvalikoima;5601917070046
957216;Sovibor Mamoré de Borba Tinto 2019;Sovibor;0.75 l;19.98;26.64;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Alentejo;2019;DOC Borba;Saattaa sisältää sakkaa;Alicante Bouschet, Castelão, Syrah, ;Rubiininpunainen, täyteläinen, keskitanniininen, mausteinen, tumman kirsikkainen, viikunainen;pullo;luonnonkorkki;14.0;5.2;1;;;;80.0;tilausvalikoima;5601917080014
935925;XXVI Talhas Mestre Daniel Tinto 2021;Aconchego da Aldeia, lda;0.75 l;31.05;41.4;;110;punaviinit;Vivahteikas & Kehittynyt;;;Portugali;Alentejo;2021;DOC Antejo Vinho de Talha;Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote. Alkuviini;Aragonez, Tinta Grossa, Trincadeira, ;Rubiininpunainen, keskitäyteläinen, keskitanniininen, aromikas, yrttinen, marjainen;pullo;luonnonkorkki;12.5;5.9;0;;;;70.0;tilausvalikoima;5600738499227
958036;Barao de Vilar 2023;Barao de Vilar Vinho;0.75 l;17.98;23.84;;110;punaviinit;Pehmeä & Hedelmäinen;;;Portugali;Douro;2023;DOC Douro;Saattaa sisältää sakkaa;Tinta Roriz, Touriga Franca, Touriga Nacional, ;Tummanpunainen, täyteläinen, keskitanniininen, luumuinen, suklainen, viikunainen;pullo;luonnonkorkki;13.5;5.4;12;;;;80.0;tilausvalikoima;5605567010841
400054;Bom Malandro 2022;Symington Family Estates;0.75 l;14.98;19.84;uutuus;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Douro;2022;DOP Douro;;Touriga Franca, Touriga Nacional, Tinta Roriz, Tinta Barroca, Alicante Bouschet, ;Runsaanpunainen, täyteläinen, tanniininen, tumman kirsikkainen, herukkainen, karhunvatukkainen, karpaloinen, kevyen tamminen;pullo;luonnonkorkki;14.0;5.9;1;;;;80.0;erikoiserä;5608309017757
900591;CV  Curriculum Vitae Douro Tinto 2019;Van Zellers;0.75 l;99.32;132.43;;110;punaviinit;Roteva & Voimakas;;;Portugali;Douro;2019;DOC Douro;Saattaa sisältää sakkaa. Puinen kuljetuspakkaus;Touriga Franca, Touriga Nacional, Tinta Roriz, ;Tummanpunainen, täyteläinen, erittäin tanniininen, hennon nahkainen, hennon tallinen, boysenmarjainen;pullo;luonnonkorkki;15.0;5.8;1;;;;80.0;tilausvalikoima;5606545940198
400053;Caldas Reserva Touriga Nacional 2022;Alves de Sousa;0.75 l;19.99;26.52;uutuus;110;punaviinit;Roteva & Voimakas;;;Portugali;Douro;2022;DOC Douro;Saattaa sisältää sakkaa;Touriga Nacional, ;Runsaanpunainen, täyteläinen, tanniininen, mustaherukkainen, viikunainen, boysenmarjainen, vadelmainen, tamminen;pullo;luonnonkorkki;13.5;5.9;1;;;;80.0;erikoiserä;5605063119222
926417;Caldas Tinto 2017;Domingos Alves de Sousa;0.75 l;18.12;24.16;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Douro;2017;DOC Douro;;;Tummanpunainen, keskitäyteläinen, keskitanniininen, marjainen, mausteinen;pullo;luonnonkorkki;14.0;5.0;2;;;;80.0;tilausvalikoima;5605063110069
477347;Carm 2021;Carm;0.75 l;15.99;21.19;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Douro;2021;DOC Douro;Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote;Touriga Nacional, Tinta Roriz, ;Runsaanpunainen, keskitäyteläinen, tanniininen, karpaloinen, boysenmarjainen, mustikkainen, kevyen tamminen;pullo;luonnonkorkki;13.5;5.1;4;;;;80.0;vakiovalikoima;5606710533101
425327;Crasto Superior 2021;Quinta do Crasto;0.75 l;22.90;30.4;;110;punaviinit;Mehevä & Hilloinen;Vegaaneille soveltuva tuote;;Portugali;Douro;2021;DOC Douro;Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote;Souzão, Tinta Barroca, Tinta Francisca, Tinta Roriz, Touriga Franca, Touriga Nacional, ;Tummanpunainen, täyteläinen, tanniininen, karhunvatukkainen, tumman kirsikkainen, viikunainen, kevyen yrttinen, lakritsinen, tamminen;pullo;luonnonkorkki;14.0;5.2;0;;;;80.0;vakiovalikoima;5604123008018
958257;Dos Lusíadas Eleivera Tinto 2022;Dos Lusíadas;0.75 l;16.99;22.52;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Douro;2022;DOC Douro;Saattaa sisältää sakkaa;Touriga Nacional, ;Tummanpunainen, täyteläinen, tanniininen, tumman kirsikkainen, luumuinen, herukkainen, metsämarjainen, suklainen, yrttinen, kukkainen;pullo;luonnonkorkki;14.5;5.2;0;;;;80.0;vakiovalikoima;3391180026223
936504;Dos Lusíadas Pinteivera 2015;Dos Lusíadas;0.75 l;25.12;33.49;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Douro;2015;DOC Douro;Saattaa sisältää sakkaa;Touriga Nacional, ;Tummanpunainen, keskitäyteläinen, keskitanniininen, aromikas, tumman kirsikkainen, mausteinen;pullo;luonnonkorkki;14.5;4.7;1;;;;80.0;tilausvalikoima;3391181751537
901663;Douro Dog;Casa da Fonte Pequena S.A.;0.75 l;12.98;17.31;uutuus;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Douro;;DOC Douro;Saattaa sisältää sakkaa;Tinta Roriz, Touriga Franca, Touriga Nacional, ;Tummanpunainen, täyteläinen, keskitanniininen, karhunvatukkainen, kypsän mustaherukkainen, kevyen mausteinen;pullo;metallinen kierrekapseli;13.5;4.9;2;;;;80.0;tilausvalikoima;5600779179478
412897;Duorum Organic 2023;Duorum;0.75 l;15.00;19.87;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Douro;2023;DOC Douro;Vegaaneille soveltuva tuote;Touriga Franca, Touriga Nacional, ;Sinipunainen, täyteläinen, tanniininen, karhunvatukkainen, mustikkainen, kirsikkainen, hennon kukkainen, mausteinen;pullo;metallinen kierrekapseli;14.0;4.7;3;;;;80.0;vakiovalikoima;5600224301997
490807;Golpe Reserva 2021;Familia Carvalho Martins;0.75 l;18.98;25.17;;110;punaviinit;Roteva & Voimakas;;;Portugali;Douro;2021;DOC Douro;;Tinta Roriz, Touriga Franca, Touriga Nacional, ;Tummanpunainen, erittäin täyteläinen, tanniininen, tumman kirsikkainen, herukkahilloinen, karhunvatukkainen, kevyen minttuinen, tamminen;pullo;luonnonkorkki;13.0;4.7;1;;;;70.0;vakiovalikoima;5600775534035
957883;Herédias Touriga Franca 2021;Magnum Carlos Lucas Vinhos;0.75 l;15.98;21.31;;110;punaviinit;Mehevä & Hilloinen;Vegaaneille soveltuva tuote;;Portugali;Douro;2021;DOC Douro;Saattaa sisältää sakkaa. Vegaaneille soveltuva tuote;Touriga Franca, ;Sinivioletti, keskitäyteläinen, keskitanniininen, kirsikkainen, mausteinen, marjainen;pullo;luonnonkorkki;12.5;5.3;1;;;;70.0;tilausvalikoima;5600840251034
939716;Iron Maiden Darkest Red 2023;Van Zeller Wine Collection;0.75 l;15.99;21.19;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Douro;2023;DOP Douro;;Tinta Roriz, Touriga Franca, Touriga Nacional, ;Runsaanpunainen, täyteläinen, keskitanniininen, karhunvatukkahilloinen, tumman kirsikkainen, tummasuklainen, mokkainen, mausteinen;pullo;luonnonkorkki;13.5;4.8;10;;;;80.0;vakiovalikoima;5011932013940
922111;Manoella Douro Tinto 2022;Wine & Soul;0.75 l;24.98;33.31;;110;punaviinit;Roteva & Voimakas;;;Portugali;Douro;2022;DOP Douro;;Tinta Francisca, Tinta Roriz, Touriga Franca, Touriga Nacional, ;Punainen, täyteläinen, tanniininen, aromikas, tamminen, boysenmarjainen;pullo;luonnonkorkki;13.0;5.5;1;;;;70.0;tilausvalikoima;5600353700302
959423;Messias Unoaked 2019;Vinhos Messias;0.75 l;15.98;21.31;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Douro;2019;DOC Douro;Saattaa sisältää sakkaa;Tinta Roriz, Touriga Franca, Touriga Nacional, ;Rubiininpunainen, täyteläinen, keskitanniininen, boysenmarjainen, hapankirsikkainen, mausteinen;pullo;luonnonkorkki;14.0;5.0;1;;;;80.0;tilausvalikoima;5601292123436
917846;Niepoort Vertente 2022;Niepoort Vinhos;0.75 l;25.49;33.99;;110;punaviinit;Vivahteikas & Kehittynyt;;;Portugali;Douro;2022;DOC Douro;Saattaa sisältää sakkaa;Tinta Roriz, Touriga Franca, ;Helakanpunainen, keskitäyteläinen, keskitanniininen, mausteinen, nahkainen, herukkainen;pullo;luonnonkorkki;12.5;5.0;1;;;;70.0;tilausvalikoima;5603977011892
910636;Pocas Tinto 2021;Manoel D. Poças Junior Vinhos;0.75 l;21.89;29.19;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Douro;2021;DOC Douro;Saattaa sisältää sakkaa;Tinta Barroca, Tinta Roriz, Touriga Franca, Touriga Nacional, ;Rubiininpunainen, täyteläinen, keskitanniininen, kirsikkainen, karhunvatukkainen, mustikkainen;pullo;luonnonkorkki;13.0;5.2;1;;;;70.0;tilausvalikoima;5601085000685
402417;Pombal do Vesuvio 2022;Symington Family Estates;0.75 l;23.99;31.85;;110;punaviinit;Mehevä & Hilloinen;;;Portugali;Douro;2022;DOC Douro;Saattaa sisältää sakkaa;Touriga Nacional, Touriga Franca, Tinta Amarela, ;Tummanpunainen, täyteläinen, tanniininen, tumman kirsikkainen, luumuinen, punaherukkainen, hennon mustapippurinen, tamminen, lämmin;pullo;luonnonkorkki;14.0;6.1;2;;;;80.0;vakiovalikoima;5608309019072
